contract,category,text,answer_start
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Parties,Charity Tunes,202.0
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Parties,Charity Tunes Inc.,202.0
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Agreement Date,"June 29, 2009",15090.0
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Effective Date,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Expiration Date,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Renewal Term,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Notice Period To Terminate Renewal,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Governing Law,This Agreement shall be governed by the laws of the Province of Ontario and the federal laws of  Canada applicable therein.,14563.0
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Most Favored Nation,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Non-Compete,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Exclusivity,"In consideration of the fees paid by Sponsor as set out herein, Charity Tunes agrees that during the period beginning October  1, 2009 and ending March 31, 2010, Charity Tunes shall not enable another program sponsorship for all competitive  products/product categories distributed/sold within the total Canadian consumer/retail/wholesale market place, inclusive of:     - Total Frozen Handhelds     - Total Corporation General Mills Handhelds     - Total Pizza Pops Handhelds / total Pillsbury Mini Pizzas     - Total Corporation McCain Foods Handhelds     - Total Pizza Pockets / total McCain Mini Pizzas     - Total Corporation Heinz Handhelds     - Total Heinz Hot bites (Bagel Bites and Taco Bites) / total Anchor Poppers     - Total Corporation Schneider Foods Handhelds     - Total Hot Stuffs / total Lean Stuffs     - Total Resers Burritos     - Total Corp les Plats du Chef Handhelds     - Total Hinsdale Farms Corndogs",8321.0
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,No-Solicit Of Customers,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Competitive Restriction Exception,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,No-Solicit Of Employees,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Non-Disparagement,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Termination For Convenience,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Rofr/Rofo/Rofn,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Change Of Control,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Anti-Assignment,This Agreement may not be assigned by either party hereto without the written consent of the other but shall be  binding upon the successors of the parties.,12555.0
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Revenue/Profit Sharing,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Price Restrictions,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Minimum Commitment,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Volume Restriction,The distribution limits stated above are the maximum number of Pin Codes that may be distributed in the Promotion.,3770.0
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Volume Restriction,No Designated Sponsor Product shall contain more than 1 Pin  Code per pack.,3691.0
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Volume Restriction,"Such a consumer wil l be entitled to visit a custom interactive landing page at the  CharityTunes.com website to enter the unique code and consumer's valid email address to receive downloads up to a  maximum of either three (3), five (5), or seven (7) free MP3 song downloads having a retail value of $1.29 per song or less.",1182.0
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Volume Restriction,"The total  number of Pin Codes to be distributed as prizes in the Promotion shall not exceed: (i) 277,760 Pin Codes containing three (3)  music downloads per Pin Code ; (ii) 130,300 Pin Codes containing five (5) music downloads per Pin Code; and (iii) 27,900 Pin  Codes containing seven (7) music downloads per Pin Code.",3370.0
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Ip Ownership Assignment,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Joint Ip Ownership,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,License Grant,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Non-Transferable License,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Affiliate License-Licensor,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Affiliate License-Licensee,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Unlimited/All-You-Can-Eat-License,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Irrevocable Or Perpetual License,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Source Code Escrow,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Post-Termination Services,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Audit Rights,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Uncapped Liability,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Cap On Liability,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Liquidated Damages,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Warranty Duration,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Insurance,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Covenant Not To Sue,,
ON4COMMUNICATIONSINC_07_02_2009-EX-10.1-PROMOTION AGREEMENT,Third Party Beneficiary,,
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Document Name,WIRELESS CONTENT LICENSE AGREEMENT,79.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Parties,TWENTIETH CENTURY FOX LICENSING & MERCHANDISING,246.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Parties,Licensee,452.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Parties,Fox,309.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Parties,"Sorrent, Inc.",436.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Parties,"Fox and Licensee are collectively referred to as the ""parties"" and each individually as a ""party.""",464.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Agreement Date,"December 16, 2004,",189.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Effective Date,"December 16, 2004",189.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Expiration Date,"The rights granted hereunder shall be effective as of the Effective Date and shall expire on December 31, 2006 (the ""Term""); provided, however, that with respect to each Property, all rights and licenses granted herein will continue in full force and effect for a period of eighteen (18) months after the initial theatrical release of that Property.",28564.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Renewal Term,,
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Notice Period To Terminate Renewal,,
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Governing Law,This Agreement shall be construed in accordance with the laws of the State of California applicable to agreements executed and to be wholly performed therein.,91418.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Most Favored Nation,,
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Non-Compete,,
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Exclusivity,"Neither party may solicit or enter into any agreement with any third party regarding third-party promotional opportunities with respect to the Wireless Products without the other party's prior written consent; provided that the foregoing will not limit Licensee's rights to market and promote the Wireless Products directly and through (i) CSPs, subject to any Fox approval rights set forth elsewhere in this Agreement, or (ii) Fox's right to engage in third party promotions for the Properties involving wireless content otherwise sourced or created.",7732.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Exclusivity,"Furthermore, Fox grants to Licensee a limited, exclusive (except as may otherwise be provided in this Agreement), non-transferable (except as permitted in Paragraph 17(d)) right and license to make, have made, reproduce, modify, create derivative works of, advertise, promote, distribute, sell and license the Wireless Products, including any PSM included therein, solely (i) for use on mobile or cellular telephones (the ""Wireless Platform""); (ii) in the Territory (as defined in Paragraph 3), (iii) during the Term (as defined in Paragraph 4), (iv) for distribution by Licensee through the Distribution Channels (as defined in Paragraph 2(c)) granted herein; and (v) by means of periodic subscription fee, a per-download basis, or through a retail purchase",3779.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Exclusivity,Fox has not granted and will not grant any exclusive distribution rights with respect to the Wireless Products to VGSL or any other party,11119.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Exclusivity,"Neither party will solicit or enter into any agreement with any third party regarding the bundling of the Wireless Products with any other property (including a Fox property) or with any other products and services including preloading, OEM and soft bundling, except as mutually agreed between the parties.",7203.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Exclusivity,"Fox grants to Licensee a limited, exclusive (except as otherwise may be provided in this Agreement), non-transferable (except as permitted in Paragraph 17(d)) right and license to use, make, have made (as set forth in Paragraph 1(a)(i) below), reproduce, modify, and create derivative works of",2195.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Exclusivity,"the PSM in each Property, solely for the purpose of developing the wireless applications specifically set forth for each of the Properties on Exhibits B through M attached hereto (""Wireless Products""), some of which Wireless Products are defined in the Glossary attached hereto as Exhibit N",2846.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Exclusivity,"Under no circumstances shall Licensee enter into an exclusive distribution agreement with a CSP other than VGSL in the following territories (""VGSL Territories"") covered under the VGSL Agreement: (1) United Kingdom; (2) Ireland; (3) Germany; (4) Spain; (5) France; (6) Sweden; (7) Switzerland; (8) Portugal; (9) Netherlands; (10) Greece; (11) Italy; (12) Australia; (13) New Zealand; (14) Egypt; (15) Slovenia; (16) Belgium; (17) Austria; (18) Hungary; (19) Malta; (20) Croatia; (21) South Africa; and (22) Japan.",25421.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,No-Solicit Of Customers,,
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Competitive Restriction Exception,,
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,No-Solicit Of Employees,,
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Non-Disparagement,"(C) avoid making disparaging, false or misleading statements or representations with regard to Fox, the Property or the Wireless Products,",70841.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Non-Disparagement,Licensee will,5316.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Termination For Convenience,,
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Rofr/Rofo/Rofn,"For the Term of this Agreement, Fox hereby grants to Licensee a right of first negotiation with respect to those theatrical motion pictures released during the Term of this Agreement (in addition to the Properties identified in Exhibit A) in which (i) Fox owns or controls licensing and merchandising rights, for which Fox determines in its sole discretion to grant to any third party any licensing rights for the development and distribution of wireless products, and (ii) which theatrical motion pictures Fox reasonably deems to be a Major Release consistent with its past practices.",28976.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Rofr/Rofo/Rofn,"If the parties have not reached agreement in writing regarding the terms and conditions for the exploitation of the Opportunity within said time period, or if Licensee fails to submit a bid in a timely manner, Fox shall be free to accept any bid from any other party with respect to the Opportunity, or Fox shall be free not to exploit the Opportunity at all.",30128.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Change Of Control,"If a substantial portion of the assets or controlling stock in Licensee's business is sold or transferred, or if there is a substantial change in Licensee's management, or if Licensee's property is expropriated, confiscated or nationalized by any government or if any government assumes de facto control of Licensee's business, in whole or in part, Fox may terminate this Agreement upon 30 days' notice to Licensee.",78464.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Anti-Assignment,"Licensee may not assign any of its rights and obligations under this Agreement without the prior written consent of Fox; provided that Licensee may assign all of its rights and obligations hereunder to its successor in the event of a sale of all or substantially all of its assets or voting securities, or of the business unit associated with this Agreement",90793.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Anti-Assignment,Any purported assignment or transfer except in accordance with the above shall be void and of no effect.,91259.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Anti-Assignment,"Licensee shall be permitted to sublicense the rights and licenses granted herein to third party contractors of Licensee, solely for purposes of development and distribution of the Wireless Products on behalf of Licensee in accordance with this Agreement; provided that such third party contractors have entered into binding written agreements with Licensee that are no less protective of Fox's intellectual property rights than are the terms and conditions of this Agreement, and provided further that Licensee will not subcontract development of any video games hereunder without Fox's prior written approval of the third party game development contractor.",4814.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Revenue/Profit Sharing,Fox will remit all VGSL Revenue to Licensee and such VGSL Revenue shall be treated as Gross Receipts for the purpose of this Agreement.,37544.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Revenue/Profit Sharing,"Thereafter (and for the remainder of the Term), Fox shall earn and Licensee shall pay to Fox Royalties at the rate of ***** percent (*****%) of Licensee's gross receipts from Licensee's sale, license, distribution or other exploitation of the Wireless Products derived from the respective Targeted Release.",35567.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Revenue/Profit Sharing,"Payments from Licensee to Fox: In consideration of the rights granted to Licensee pursuant to this Agreement, Licensee shall pay to Fox, or such other party as Fox may designate in writing, a royalty in the following amounts:

(i) Major Releases:

(A) Until such time as ***** percent (*****%) of an Individual Property Guarantee for a Major Release is recouped by Licensee, Fox shall earn, and credit against the Individual Property Guarantees, Royalties at the rate of ***** percent (*****%) of Licensee's Gross Receipts from Licensee's sale, license, distribution or other exploitation of the Wireless Products derived from the respective Major Release; and

(B) Thereafter and until such time as ***** percent (*****%) of an Individual Property Guarantee for a Major Release is recouped by Licensee, Fox shall earn and Licensee shall pay to Fox Royalties at the rate of ***** percent (*****%) of Licensee's Gross Receipts from Licensee's sale, license, distribution or other exploitation of the Wireless Products derived from the respective Major Release; and

(C) Thereafter (and for the remainder of the Term), Fox shall earn and Licensee shall pay to Fox Royalties at the rate of ***** percent (*****%) of Licensee's Gross Receipts from Licensee's sale, license, distribution or other exploitation of the Wireless Products derived from the respective Major Release.",33389.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Revenue/Profit Sharing,"In consideration of the rights granted by Licensee to Fox and VGSL pursuant to this Agreement, Fox shall pay to Licensee, or such other party as Licensee may designate in writing, a royalty in the following amounts:

(i) Distribution in Japan. In the event that Fox distributes, licenses, or otherwise exploits the Wireless Products in Japan pursuant to Paragraph 2(c)(iii), or grants to any third party any rights to distribute the Wireless Products for the Wireless Platform to end users within Japan, or otherwise uses in Japan any elements of the Fox Intellectual Property (as defined in Paragraph 11(a) that are solely attributable to Licensee's development efforts pursuant to this Agreement, Fox agrees to pay Licensee a royalty in the amount of ***** percent (*****%) of Fox's gross receipts for any such activity, which shall be defined as all monies actually received by Fox for the Wireless Products or other such elements of the PSM, less any Deductions.",36292.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Revenue/Profit Sharing,"As set forth in Paragraph 2(c)(ii) above, pursuant to the VGSL Agreement, VGSL will remit directly to Fox Fox's contractual share (pursuant to the VGSL Agreement) of all revenue from sales of the Wireless Products by VGSL in the VGSL Territories (""VGSL Revenue"").",37280.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Revenue/Profit Sharing,"Until such time as ***** percent (*****%) of an Individual Property Guarantee for a Targeted Release is recouped by Licensee, Fox shall earn, and credit against the Individual Property Guarantees, Royalties at the rate of ***** percent (*****%) of Licensee's Gross Receipts from Licensee's sale, license, distribution or other exploitation of the Wireless Products derived from the respective Targeted Release;",35147.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Price Restrictions,,
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Minimum Commitment,"A minimum of:

1 Java Game (2-D or 3-D to be mutually agreed provided that if the parties are unable to reach an agreement, Licensee's decision will prevail)

1 Java Application ('Screensaver') where feasible

5 MMS

10 Wallpapers

5 Voicetones, if talent agreements so allow",99915.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Minimum Commitment,"Licensee furthermore shall use all commercially reasonable efforts to achieve the following market penetration targets in Europe for the Major Releases (""Market Penetration Targets""): (1) distribution of the Wireless Products for the Major Releases through CSP's that hold at least ***** (*****%) of the subscribers in Western Europe during the ***** of this Agreement; and (2) distribution of the Wireless Products for the Major Releases through CSP's that hold at least ***** percent (*****%) of the subscribers in Western Europe during the ***** of this Agreement. If",21447.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Minimum Commitment,"A minimum of:

1 2-D Java Game, which shall include mutually agreed upon 3-D elements

1 Java Application ('Screensaver') where feasible

5 MMS

10 Wallpapers

5 Voicetones",98456.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Minimum Commitment,"A minimum of:

1 Java Game (2-D or 3-D to be mutually agreed provided that if the parties are unable to reach an agreement, Licensee's decision will prevail)

1 Java Application ('Screensaver') where feasible

5 MMS

10 Wallpapers

5 Voicetones",99482.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Minimum Commitment,"A minimum of:

1 Java Game (2-D or 3-D to be mutually agreed)

1 Java Application ('Screensaver') where feasible

5 MMS

10 Wallpapers

5 Voicetones",98810.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Minimum Commitment,"A minimum of:

12-D Java Game in connection with the initial theatrical release

1 3-D Java Game in connection with the DVD release

5 Java Applications ('Screensavers') (2 3-D Screensavers and 3 2-D Screensavers) in connection with the initial theatrical release

5 MMS

10 Wallpapers

5 Voicetones",97960.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Minimum Commitment,Licensee fails to reach the Market Penetration Targets Fox shall in its sole discretion have the right to terminate Licensee's exclusivity under this Agreement.,22018.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Volume Restriction,"Up to:

1 Java Game (2-D or 3-D to be mutually agreed provided that if the parties are unable to reach an agreement, Licensee's decision will prevail)

1 Java Application ('Screensaver') where feasible

5 MMS

10 Wallpapers

5 Voicetones, if talent agreements so allow",102627.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Ip Ownership Assignment,"Licensee hereby does irrevocably transfer and assign to Fox any and all Moral Rights that Licensee may have in Fox's Intellectual Property Rights in and to the PSM and the Fox Intellectual Property and any derivative works thereof and shall cause Licensee's employees and contractors, including Licensee's developers of the Wireless Products, to do likewise.",62453.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Ip Ownership Assignment,"Licensee hereby does expressly assign to Fox any and all rights of paternity or integrity, rights to claim authorship, to object to any distortion, mutilation or other modification of, or other derogatory actions in relation to the PSM, the Fox Intellectual Property, and any of Fox's Intellectual Property Rights in and to the PSM and or the Fox Intellectual Property and any derivative works thereof, whether or not such would be prejudicial to Fox's honor or reputation, and any similar right, existing under judicial or statutory law of any country in the world, or under any treaty (""Moral Rights""), regardless of whether such right is denominated or generally referred to as a moral right.",61757.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Ip Ownership Assignment,"All materials created hereunder shall be prepared by an employee-for-hire of Licensee under Licensee's sole supervision, responsibility and monetary obligation, or, if third parties who are not employees of Licensee, including without limitation all software developers developing the Wireless Products contribute to the creation of any Fox Intellectual Property, Licensee shall obtain from such third parties a full written assignment of rights so that all right, title and interest in the Fox Intellectual Property shall vest in Fox.",60549.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Ip Ownership Assignment,Licensee acknowledges and agrees Fox shall be the exclusive owner of these rights as a work made for hire.,59281.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Ip Ownership Assignment,"Licensee further agrees to execute one or more copyright assignments at Fox's request, or any other subsequent document as further evidence of this assignment, and to cooperate with Fox in perfecting the assignment of any rights to the Fox Intellectual Property, and hereby appoints Fox as its attorney-in-fact to execute any documents required in connection with such assignment.",60168.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Ip Ownership Assignment,"Fox shall own all Intellectual Property Rights in and to any derivative works made from the Properties, whether or not used in the Wireless Products, including without limitation design documents, graphics, animation, music, packaging, advertising, promotional and other artwork used in connection with the development and distribution of the Wireless Products but at all times excluding the Licensee Materials as defined in Paragraph 11(c) below (collectively, the ""Fox Intellectual Property"").",58423.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Joint Ip Ownership,,
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,License Grant,"Except as otherwise specifically stated herein with respect to the Wireless Products, Licensee shall have no right to develop, manufacture, reproduce, distribute, sell or exploit any other products based on the PSM or the Property.",9473.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,License Grant,"Subject to Fox's compliance with the terms and conditions of this Agreement, including its payment obligations in accordance with Section 7, Licensee hereby grants to Fox a limited, non-exclusive, non-transferable (except as permitted in Section 17(d)), right to distribute Licensee Materials (as defined in Paragraph 11 (c)) to VGSL and T-Mobile, solely as incorporated into Wireless Products, and to authorize VGSL and T-Mobile to distribute such Wireless Products to end users outside of the United States",12568.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,License Grant,"the PSM in each Property, solely for the purpose of developing the wireless applications specifically set forth for each of the Properties on Exhibits B through M attached hereto (""Wireless Products""), some of which Wireless Products are defined in the Glossary attached hereto as Exhibit N.",2846.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,License Grant,"Fox grants to Licensee a limited, exclusive (except as otherwise may be provided in this Agreement), non-transferable (except as permitted in Paragraph 17(d)) right and license to use, make, have made (as set forth in Paragraph 1(a)(i) below), reproduce, modify, and create derivative works of",2195.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,License Grant,"In the event Fox provides such termination notice to Licensee, Licensee hereby grants Fox a license to the Licensee Materials in order for Fox to distribute the Wireless Products that Licensee has developed for distribution in Japan prior to such termination, either directly or through a third-party.",26086.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,License Grant,"Licensee hereby grants all licenses to Fox to enable Fox to provide Wireless Products to VGSL and T-Mobile for distribution to VGSL and T-Mobile subscribers outside of the United States in accordance with the terms of this Agreement, and shall further deliver such Wireless Products to VGSL and T-Mobile on behalf of Fox.",23555.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,License Grant,"Furthermore, Fox grants to Licensee a limited, exclusive (except as may otherwise be provided in this Agreement), non-transferable (except as permitted in Paragraph 17(d)) right and license to make, have made, reproduce, modify, create derivative works of, advertise, promote, distribute, sell and license the Wireless Products, including any PSM included therein, solely (i) for use on mobile or cellular telephones (the ""Wireless Platform""); (ii) in the Territory (as defined in Paragraph 3), (iii) during the Term (as defined in Paragraph 4), (iv) for distribution by Licensee through the Distribution Channels (as defined in Paragraph 2(c)) granted herein; and (v) by means of periodic subscription fee, a per-download basis, or through a retail purchase.",3779.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Non-Transferable License,"Fox grants to Licensee a limited, exclusive (except as otherwise may be provided in this Agreement), non-transferable (except as permitted in Paragraph 17(d)) right and license to use, make, have made (as set forth in Paragraph 1(a)(i) below), reproduce, modify, and create derivative works of",2195.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Non-Transferable License,"the PSM in each Property, solely for the purpose of developing the wireless applications specifically set forth for each of the Properties on Exhibits B through M attached hereto (""Wireless Products""), some of which Wireless Products are defined in the Glossary attached hereto as Exhibit N.",2846.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Non-Transferable License,"Subject to Fox's compliance with the terms and conditions of this Agreement, including its payment obligations in accordance with Section 7, Licensee hereby grants to Fox a limited, non-exclusive, non-transferable (except as permitted in Section 17(d)), right to distribute Licensee Materials (as defined in Paragraph 11 (c)) to VGSL and T-Mobile, solely as incorporated into Wireless Products, and to authorize VGSL and T-Mobile to distribute such Wireless Products to end users outside of the United States.",12568.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Non-Transferable License,"Furthermore, Fox grants to Licensee a limited, exclusive (except as may otherwise be provided in this Agreement), non-transferable (except as permitted in Paragraph 17(d)) right and license to make, have made, reproduce, modify, create derivative works of, advertise, promote, distribute, sell and license the Wireless Products, including any PSM included therein, solely (i) for use on mobile or cellular telephones (the ""Wireless Platform""); (ii) in the Territory (as defined in Paragraph 3), (iii) during the Term (as defined in Paragraph 4), (iv) for distribution by Licensee through the Distribution Channels (as defined in Paragraph 2(c)) granted herein; and (v) by means of periodic subscription fee, a per-download basis, or through a retail purchase.",3779.0
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Affiliate License-Licensor,,
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Affiliate License-Licensee,,
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Unlimited/All-You-Can-Eat-License,,
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Irrevocable Or Perpetual License,,
GluMobileInc_20070319_S-1A_EX-10.09_436630_EX-10.09_Content License Agreement1,Source Code Escrow,,
